age_days,ufc_draws,avg_takedowns_att_per_min,avg_sig_strikes_per_min,non_ufc_wins,avg_fight_duration_mins,id,avg_sig_strikes_att_per_min,non_ufc_losses,height_inches,avg_takedowns_per_min,ufc_wins,result,weight_lbs,ufc_losses,reach_inches,avg_knockdowns_per_min,elo,avg_submission_att_per_min,is_orthodox,non_ufc_draws
-115,0,-0.21275266181171437,-1.891797053380441,-2,6.091666666666667,1066,-8.993486672915616,1,-1,-0.047492008556252574,-1,0,0,0,-4,-0.0702766361429567,-66.22609674055434,-0.28870142043406155,1,0
-722,0,-2.7045207838907706,-0.7659461708502535,9,10.100000000000001,1067,-1.4431920932189417,6,3,-2.028390587918078,0,0,15,0,1,0.0,85.72328858903734,0.1601067378252168,0,0
4009,0,0.9478260869565218,-0.6927536231884046,7,13.466666666666667,1068,2.707246376811595,0,1,0.6666666666666666,2,0,0,0,2,-0.6521739130434783,230.3619642977701,0.13333333333333333,1,0
-228,0,0.23583535108958836,4.911702986279257,-6,-8.116666666666667,1069,8.063115415657787,-3,0,0.4358353510895884,0,0,0,1,-2,0.0,-71.98700003942304,0.09055690072639222,0,0
-1211,0,-2.0438923395445134,-14.36273291925466,3,1.583333333333334,1070,-25.24554865424431,2,-1,-0.8356107660455487,-3,1,0,-1,-2,-0.2981366459627329,-168.10258811812923,-0.5217391304347826,0,0
-2547,0,0.8264462809917356,3.1404958677685952,22,6.04999,1071,5.9504132231404965,1,0,0.1652892561983471,0,0,0,1,0,0.0,-78.48857225413622,0.1652892561983471,0,0
-908,0,-0.3952569169960474,-11.620553359683795,14,-12.64999,1072,-34.07114624505929,4,2,0.0,-2,1,0,-1,0,-0.07905138339920949,-139.10017861016945,0.0,0,0
971,1,0.9488289826360972,5.727112123856033,5,0.5928571428571434,1073,14.89007239092637,-3,-1,0.602186606945142,2,1,-10,1,-2,0.0,71.2405499968354,0.5474690419291766,1,0
63,0,0.374414976599064,6.365054602184087,-4,10.683323333333334,1074,8.798751950078003,1,-2,0.093603744149766,1,0,-15,0,-2,0.093603744149766,100.0,0.0,0,1
516,0,-0.12025823287336634,-2.703282636992971,-1,0.46111111111111036,1075,-11.486354037516731,-1,-1,-0.09716197372529983,0,0,0,0,6,0.0,47.6358964427219,-0.0038493765246777473,0,0
-795,0,-2.459227793250418,-17.45532742406602,-2,-3.9005050505050516,1076,-41.34031155561382,2,-1,-1.1676321488996346,-1,0,0,-7,-1,-0.32112881644568786,206.413956352,-0.0873625826794541,0,0
1091,0,-0.5333333333333333,-2.466666666666667,12,-14.99999,1077,-6.0,1,-1,-0.4,-1,0,0,0,-1,0.0,-128.01299996057696,-0.06666666666666667,1,0
-1628,0,1.6891687352424776,2.4416402148435825,1,10.225,1078,16.95499874588087,-1,-3,0.3108485629524559,4,0,0,5,-1,-1.101203089457615,-38.80871561068034,1.0337401292175161,1,0
468,0,-1.4828660436137073,-7.033132983589851,-13,-6.98095238095238,1079,-15.876918088223373,-2,1,-0.4361370716510904,-2,1,0,-4,-3,-0.26168224299065423,14.949075093897932,-0.08722741433021808,0,0
909,0,-0.8076923076923077,0.39452522134676205,-3,-0.7749999999999995,1080,2.3528957842579796,0,4,-0.11538461538461539,1,1,0,-1,5,0.13804727479489884,126.45708866650943,0.011331329705141724,-1,0
2412,0,-1.497659906396256,-1.4313119621559096,-12,-11.181249999999999,1081,0.3548487745961424,-2,1,-0.62402496099844,2,1,0,-2,0,0.845050576216597,214.93603012414542,0.16329324140707563,-1,0
-1640,0,0.814882931314989,6.00268798189149,-3,-7.200000000000001,1082,7.797976939944824,-1,0,0.29850746268656714,1,0,0,0,-2,0.29850746268656714,84.18541662630355,0.0,0,0
-2640,0,0.06666666666666667,4.133333333333334,4,14.99999,1083,10.533333333333333,2,3,0.0,0,0,0,1,1,0.0,-171.98700003942304,0.0,0,0
607,0,0.33582089552238803,2.1828358208955225,-8,5.955545555555556,1084,7.220149253731343,-3,-1,0.16791044776119401,1,1,-15,2,0,0.0,23.240087123988587,0.8395522388059701,0,0
1937,0,1.8053839268170206,6.574940506080388,3,-7.729166666666667,1085,8.659083466148505,4,1,0.7804728947885509,2,1,0,-2,-1,0.19439774687247563,216.15787371134695,0.023579241534397333,0,0
-1370,0,-1.4476764632002013,-21.774478774177346,39,2.7129629629629637,1086,-58.162170308967596,12,3,-1.457171564933434,-2,0,0,-4,2,-0.1627731725697061,90.92202567567392,-0.8138658628485306,0,1
-339,0,0.6719555867788416,16.9543702129847,-1,-9.847916666666666,1087,29.6712016586419,3,0,1.030773975771491,2,0,20,1,-1,0.022172341118212507,115.90821125910088,0.8244375524751117,0,0
466,0,-1.6842981031464073,6.3241046142508495,6,-2.776455026455027,1088,-10.412361096974337,3,3,-0.3477405759993366,3,1,15,-1,3,0.32053818757419866,6.664913257360013,-0.6347666508360676,1,0
562,0,1.2953795379537953,12.578217821782179,2,1.5333333333333332,1089,27.88382838283828,0,3,0.643894389438944,1,0,10,1,1,-0.08184818481848184,6.531438526739294,0.32574257425742575,-1,1
-1589,0,2.454991816693944,7.569558101472994,-6,4.420000000000001,1090,45.68466993998909,-1,1,0.8183306055646481,3,0,0,5,-1,-0.12820512820512822,267.2195433184262,0.0818330605564648,0,0
2681,0,0.8585351137692909,10.486009209256231,-6,4.136111111111109,1091,14.257653669403197,-6,1,0.18966188352928026,2,0,0,0,2,-0.25917926565874727,380.2499971118848,0.16873681743613783,1,0
905,0,0.7649309859818425,-14.152659246415467,-12,5.083333333333332,1092,-18.23406642795304,-7,-1,-0.6417319165011757,1,1,0,-1,1,0.0,-36.08675617572453,-0.36073951600781595,1,-1
-846,0,0.33791625341343323,32.900872289042134,1,7.456470588235295,1093,58.8444673579347,0,2,1.0845851936667286,6,1,0,1,7,-0.2113636257667526,135.90792577553975,0.8914901917161959,1,0
-1858,0,0.0,0.0,3,0.0,1094,0.0,0,-1,0.0,0,1,0,0,-4,0.0,0.0,0.0,0,0
-482,0,0.0,8.156766687078996,-5,13.608323333333333,1095,26.821800367421925,-3,2,0.0,1,1,0,1,5,0.0,8.753812846483925,0.0,0,0
1151,0,0.0,0.0,1,0.0,1096,0.0,0,-3,0.0,0,1,15,0,-2,0.0,0.0,0.0,1,0
780,0,2.924901185770751,6.719367588932806,-5,12.64999,1097,17.628458498023715,1,-3,0.8695652173913043,4,0,-10,1,-2,0.0,155.95633157146835,0.3952569169960474,0,-1
-415,0,-0.06666666666666665,1.5333333333333332,3,0.0,1098,-2.9333333333333336,1,0,0.0,1,1,0,-1,-3,0.0,160.37402539133495,-0.06666666666666667,0,-1
-2173,0,0.0,0.0,18,0.0,1099,0.0,9,0,0.0,0,0,-10,0,2,0.0,0.0,0.0,-1,0
2382,0,0.0,0.0,0,0.0,1100,0.0,0,-2,0.0,0,1,0,0,3,0.0,0.0,0.0,0,0
675,0,0.0,0.0,-4,0.0,1101,0.0,-1,3,0.0,0,1,0,0,2,0.0,0.0,0.0,0,0
4510,0,0.0,0.0,3,0.0,1102,0.0,-1,-1,0.0,0,1,20,0,1,0.0,0.0,0.0,-1,0
-2169,1,-0.48411126446138386,-29.9459782242839,-3,3.7337962962962976,1103,-44.960310986719975,-1,-3,0.5738123525998793,0,0,-15,-4,-6,0.2281217266056328,188.42668361619394,-0.6525632505988597,1,0
620,0,0.0,0.0,-3,0.0,1104,0.0,-1,1,0.0,0,0,-15,0,1,0.0,0.0,0.0,0,1
-764,0,0.0,0.0,0,0.0,1105,0.0,0,-4,0.0,0,0,0,0,-8,0.0,0.0,0.0,1,0
-3240,0,0.0,0.0,2,0.0,1106,0.0,2,-1,0.0,0,0,0,0,3,0.0,0.0,0.0,1,0
-3229,0,-0.40244334216076183,15.401457642992176,5,3.301666666666666,1107,34.035780134958856,0,-1,0.07693915827746467,2,0,0,1,1,0.0,73.12222077737749,-0.3702951486220819,-1,0
278,0,1.1333333333333333,-15.26666666666667,-3,0.0,1108,-40.66666666666667,-3,1,0.7333333333333334,2,1,0,-2,-2,0.0,329.86927407871406,0.0,0,2
-826,0,0.6,1.8666666666666667,10,14.99999,1109,5.066666666666666,11,0,0.13333333333333333,0,0,0,1,0,0.0,-100.0,0.0,0,0
-2563,0,0.5991121280727056,0.6152259561542737,9,-6.433333333333333,1110,-1.0383750815762554,2,-1,0.2684563758389262,1,0,-20,0,-4,-0.009829435129756592,65.23765206105895,0.0,-1,0
725,0,-0.055966253184646875,19.086998287599712,-15,-4.666666666666666,1111,35.49931086330034,-2,-5,-0.345821325648415,2,0,-30,5,-7,1.0144927536231882,-44.94202886882465,0.14492753623188406,0,0
3897,0,-0.6959753112016642,6.044640792338182,-2,2.719999999999999,1112,20.810647443002853,-3,-1,0.361815296528736,1,1,0,1,-1,0.056745958963644705,165.81538552013853,-0.3690879658056952,0,0
57,0,0.03728783770370647,5.6765083642040715,3,3.4262962962962966,1113,12.267592934873264,-2,-1,0.019928211474404822,0,1,20,4,1,0.12275832457795588,85.40797972954124,0.048846471306671996,0,0
-2001,0,-0.08239120313359849,4.232120476980848,-11,6.1000000000000005,1114,11.508452442479019,3,-6,0.2776706517547242,1,0.5,1,-1,-8,-0.24004123659221513,107.74790865072464,0.09255688391824142,0,0
-2355,0,0.44820717131474097,2.9581673306772904,-2,11.155545555555557,1115,8.42629482071713,2,1,0.1792828685258964,2,0,0,1,-1,0.0,53.254452598933085,0.2689243027888446,0,0
287,0,0.04001227515225911,2.250247863651386,-2,4.1000000000000005,1116,-0.8866436900996177,1,-1,0.04001227515225911,1,1,0,0,2,0.08356545961002786,157.75710615295498,0.1671309192200557,0,0
-1332,0,-1.3145301466043908,54.14847265985148,1,5.850714285714285,1117,188.0825539761502,1,-3,-0.2672483561463409,5,1,0,4,-2,0.22651685393258428,2.535449884164791,-0.8712932999665657,1,1
-214,0,1.8470511989630591,21.48412184057032,-5,10.286656666666666,1118,54.82825664290344,0,1,0.1944264419961115,2,0,10,3,2,0.0,-44.54649584773688,0.09721322099805575,1,0
1147,0,-0.023744292237442927,5.176255707762557,-12,-5.875,1119,5.3141552511415515,-9,-2,0.1095890410958904,2,1,0,-1,-3,0.1095890410958904,360.02615202670165,0.1095890410958904,0,0
-2341,0,2.6307424120052953,-11.79346054422815,4,4.386111111111111,1120,-37.08860184930585,3,-2,1.1126445508724163,-1,0,0,1,-4,-0.36410670590005023,38.549309503087215,0.07398273736128237,0,0
438,0,0.9333333333333333,24.666666666666664,5,0.0,1121,69.46666666666667,1,-2,-0.39999999999999997,1,0,0,2,1,-0.06666666666666667,25.406314173550527,0.0,1,0
1602,0,1.31722651203317,-13.00560418813053,-4,-2.351851851851851,1122,-3.494776709605702,0,2,0.37604201699404793,1,1,0,-1,1,-0.16832917705735662,130.52980100084415,0.9433434001471253,0,-1
261,-1,-1.5220523451671415,-1.615444415651723,-9,-8.491666666666667,1123,-9.086084477844004,-3,-2,-0.2844260171028763,2,1,-10,-1,-2,0.634257579683856,138.6795320727349,-0.38849442860844774,0,-1
-4264,0,1.5535477683030359,11.897006332199362,13,1.1952380952380963,1124,25.79659209017235,3,-3,0.3524592259430639,2,1,0,1,-3,-0.07467464061264449,13.233933225180635,-0.026552393814667452,0,0
743,1,1.686605674273643,4.660643964737414,-1,8.342063492063492,1125,-15.98096227986651,-1,-1,1.4586173312115709,0,1,0,0,1,-0.27946078363487187,112.52628882147178,-0.10000495801491652,1,0
1461,0,0.2600216684723727,7.954135066811124,0,-7.308333333333334,1126,14.665077645359336,0,-2,0.0,1,1,0,0,-1,0.13001083423618634,135.68065265565008,-0.06666666666666667,0,0
4449,0,-0.07853227054114958,-5.5155887397840795,-17,-0.4833333333333325,1127,-15.408300541485893,-8,-1,-0.1863249587999866,0,1,0,-1,0,0.0,36.497270961396566,0.0,0,0
-413,0,1.8659295093296477,7.68856276328358,-4,6.619999999999999,1128,16.54369461966115,1,-4,0.8293020041465101,1,1,-15,2,-2,-0.12738853503184713,-40.274610935486635,0.20732550103662753,0,-1
-971,0,6.6848655042845575,-0.2084740320518783,15,1.8234432234432223,1129,13.146397881512833,-2,0,3.57316802897869,5,0,10,1,-2,-0.44583360160269525,174.73072216001492,0.899221827264867,0,0
-1471,0,1.8280601561012753,29.079192842185417,2,-6.02051282051282,1130,76.26160289358462,-1,-1,0.5128878735960403,6,0,0,5,-5,0.3340948029697316,169.7485998991018,0.6681896059394632,-1,0
603,0,1.60560822177143,22.2949362735132,-10,0.6254166666666663,1131,45.663821178618775,-6,2,-0.15099431606633407,2,1,10,1,4,-0.010397397394970503,12.60285308745938,0.4326522610875845,-1,0
1711,0,2.791245606828244,27.35812679720663,-2,-3.9348484848484855,1132,73.51114154000639,-4,-2,1.2889406180108631,8,1,0,2,-2,0.090373818978502,391.5288767231384,1.8978501985485419,-1,0
-1710,-1,-1.1829134720700987,-1.1409902934622504,19,-3.1388888888888884,1133,-14.846470521584777,5,-3,-0.7886089813800657,-3,0,-5,-1,-1,-0.07421535672470447,121.78742591625155,-0.19715224534501644,0,0
167,0,-0.33432302712356293,-0.3273579640584887,-7,-8.1,1134,-0.3450385087621388,-3,1,-0.02464560776872418,1,1,0,-1,3,0.0,200.0,-0.02464560776872418,0,0
3352,0,1.7925664120537232,-33.31594689235774,-13,-0.33888888888889035,1135,-35.37161119506098,-4,0,1.1223670740291896,-9,1,0,-1,1,-1.4899860172181207,19.84232405821922,0.12713339947045138,1,0
-1059,0,0.0,0.0,-1,0.0,1136,0.0,0,0,0.0,0,0,0,0,-1,0.0,0.0,0.0,0,0
641,0,0.0,3.8952879581151834,3,7.958323333333333,1137,12.565445026178011,-2,1,0.0,1,1,10,1,4,0.0,-10.386694672031581,0.7539267015706806,0,0
1942,0,0.0,0.0,4,0.0,1138,0.0,-3,0,0.0,0,1,0,0,2,0.0,0.0,0.0,1,0
3229,0,0.0,0.0,-3,0.0,1139,0.0,0,-4,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0
-1055,0,-0.3243243243243243,-2.918918918918919,3,-3.0833233333333334,1140,-16.216216216216214,3,-7,0.0,0,1,-10,-1,-10,0.0,53.52937695065407,0.0,0,2
452,0,0.0859106529209622,22.164948453608247,-15,11.639990000000001,1141,61.08247422680412,-5,-5,0.0,2,1,0,3,-7,0.1718213058419244,-5.403611193436404,0.0,1,0
951,0,0.2,1.2,-17,14.99999,1142,4.666666666666667,-2,4,0.2,0,1,0,1,6,0.0,-113.54043212038209,0.0,0,-10
-370,0,0.0,0.0,4,0.0,1143,0.0,3,-1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,1
-4169,0,0.0,0.0,24,0.0,1144,0.0,7,-2,0.0,0,1,0,0,-1,0.0,0.0,0.0,0,2
598,0,-0.15424164524421594,-13.573264781491002,4,-6.483323333333334,1145,-32.23650385604113,0,-5,-0.15424164524421594,-2,1,0,0,-7,-0.46272493573264784,-215.02943626465503,0.0,-1,-1
-3008,0,4.1111534069280555,7.811191473163305,9,7.297212222222222,1146,17.540921202893035,1,0,1.9185382565664257,2,0,0,4,0,0.0,-38.20042726407894,0.0,1,0
710,0,-0.25641025641025644,-1.794871794871795,-1,-1.65,1147,-5.401709401709402,0,-2,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0
-1937,0,0.2,1.8,2,14.99999,1148,7.733333333333333,1,-4,0.2,1,0,0,0,-3,0.0,115.2089417104603,0.0,0,0
-111,0,0.3333333333333333,5.8,6,14.2,1149,5.95,3,1,0.06666666666666667,0,1,0,0,-3,0.0,31.057637299729095,0.06666666666666667,0,0
-3089,0,-0.13333333333333333,1.7999999999999998,5,0.0,1150,9.200000000000001,3,-3,-0.06666666666666667,0,0,0,0,-5,0.0,60.80599550925217,0.0,0,1
1892,0,1.9430691089882584,6.379997760875178,-2,-0.0344444444444445,1151,24.396098896202854,1,1,1.4092777451556078,1,1,0,1,5,0.0010624418798595436,39.590318802729485,-0.35019455252918286,0,0
-646,0,0.24614688853618727,17.76574561124457,1,2.990833333333333,1152,54.12512918219289,1,5,-0.00526186369709547,2,1,0,4,7,0.08731082654249127,10.266088228475496,1.2788048347241734,0,0
-1741,0,0.017446376936688157,3.0077683311035353,0,-0.4277777777777789,1153,8.716099866212078,-1,1,-0.06761684864701567,1,1,0,1,1,0.07758620689655173,88.596520936341,0.07758620689655173,0,0
-2440,0,-1.342156219494631,4.089359727312006,-5,-1.3083333333333336,1154,0.8891164845012725,-1,-1,-0.5063291139240506,0,1,0,0,-4,0.17683112227752087,57.222311880530015,-0.2531645569620253,0,0
744,0,1.077184054283291,-4.291650355581652,-5,-8.123333333333333,1155,-10.314192275070134,-1,0,0.8387567691002805,0,1,0,0,-3,0.27031545638415866,167.94171776686312,0.6837606837606838,1,0
-474,0,-1.7333333333333334,-14.733333333333334,8,0.0,1156,-35.266666666666666,-1,-2,-0.7333333333333333,-4,0,-15,0,-2,0.0,-187.17207226458663,0.0,0,0
1784,0,0.15590446704997787,-12.041132242370633,3,-10.027777777777777,1157,-33.64551083591332,0,4,-0.07961079168509509,-4,1,0,-1,4,-0.2388323750552853,-323.155536168283,-0.07961079168509509,-1,0
-3193,0,-0.019788664745437085,-2.6904899135446687,-12,3.4333333333333336,1158,-1.1456292026897215,-1,2,0.0,0,0,45,0,0,0.13333333333333333,21.906228223588187,-0.1729106628242075,-1,0
-3188,0,0.0,0.0,8,0.0,1159,0.0,2,-1,0.0,0,1,0,0,-1,0.0,0.0,0.0,0,0
1436,0,-1.9777728983252159,7.447933112408035,2,5.047222222222222,1160,26.492558799688418,1,-2,-0.7819287576020851,1,1,0,0,1,0.08739985433357611,81.41435100591525,-0.15638575152041703,-1,0
1395,0,0.0,-4.3820794590025365,9,-3.0583333333333327,1161,-8.70667793744717,3,3,0.0,-1,0,0,0,2,-0.7100591715976332,-167.28599353828963,0.0,0,0
1854,0,0.48101631086898167,4.752487905192048,3,2.404166666666667,1162,34.02504616025232,0,0,0.06260626902797742,0,1,0,1,1,0.06260626902797742,-4.895720564807789,0.0,0,1
-1885,0,-0.19147869674185464,12.494736842105263,-4,-1.6999999999999993,1163,22.008521303258146,2,4,-0.058145363408521306,1,1,20,2,4,0.0,146.69946830702406,0.32631578947368417,-1,0
-739,0,0.48341370037853926,-9.66700541814911,-2,-3.2673611111111107,1164,-11.805389900866565,0,2,0.06779577886089339,1,0,0,-5,0,-0.31392425322630596,76.96191194975063,0.8699573224760764,0,0
103,0,1.3766356671390878,48.033693511409716,-11,1.4883333333333333,1165,96.27201369371764,-3,3,0.6243519487081366,6,1,15,3,1,0.42987641053197206,222.16286503445303,0.08700643554317153,1,0
1189,0,-2.389610699011569,1.8017561930018076,1,4.871666666666666,1166,-4.478295877089565,-1,2,-1.510806926349558,-1,1,-2,-4,4,-0.5357025200092764,52.53637735145776,-0.6403415154749199,0,0
1882,0,1.4813853254693465,20.137839850628264,-6,12.077083333333334,1167,47.870557553383215,-2,-1,0.6701081400768456,6,1,15,0,-1,-0.04386144059569644,269.6059440685765,0.320676984745574,-1,0
1787,0,0.7225288509784245,9.302558956347214,-7,11.072212222222223,1168,19.327646763672853,0,4,0.5418966382338183,1,1,0,2,9,0.0,-97.89230042943723,0.0,0,-1
1838,0,0.0,0.0,-7,0.0,1169,0.0,-1,3,0.0,0,0,15,0,3,0.0,0.0,0.0,0,0
-1728,0,0.1674808094905792,7.787857641311933,-1,11.941656666666667,1170,16.83182135380321,3,-1,0.0837404047452896,2,1,20,0,-1,0.1674808094905792,218.55930017127253,0.0,0,0
-1954,0,1.0981189628876462,15.8312150482969,-2,10.927767777777778,1171,35.688866293848506,1,0,0.5490594814438231,2,1,0,1,-7,0.0,152.05688792888304,0.0,0,1
-315,0,2.319454734034672,-1.7549266558008583,-9,-1.9000000000000021,1172,-1.4559934805156267,-4,-1,1.0588235294117647,0,1,0,2,-1,-0.07556675062972291,-69.35338061084713,0.08823529411764706,-1,0
-1479,0,1.1703239289446186,23.333333333333332,-7,13.671418571428573,1173,55.59038662486938,-2,-3,0.36572622779519326,4,1,0,3,-4,0.0,4.598988584207859,0.14629049111807732,-1,0
654,0,-0.5128205128205129,15.379888928276024,-3,7.854166666666666,1174,34.159281578636424,0,-3,-0.25641025641025644,2,0,0,1,-6,-0.17133404230178428,166.68128547001993,0.0,1,0
390,0,0.8615387287602166,3.9198780509227795,9,1.3569444444444443,1175,16.77969483913258,1,0,0.35268990049496907,0,0,0,1,2,0.07516613943257679,15.619946449779718,0.0635957410986194,0,1
1828,0,-0.3817965805029017,27.127505096977018,9,-6.25,1176,65.10137728386128,3,-1,-0.030508524296812722,2,0,10,1,2,0.6110505395217398,14.32091038750923,-0.07025761124121781,0,0
-359,0,2.380312969421531,7.272946685409202,-33,0.9236111111111107,1177,32.762631287958655,-11,-1,1.0382897899206367,5,0,-1,4,-1,0.22940216874946573,141.77518525574942,0.7593334739506433,-1,0
1572,0,-1.082640316537773,2.8227658083455367,9,10.775833333333335,1178,13.572157540285477,-1,-1,-0.06443783306481465,1,1,0,0,-1,-0.012887566612962933,225.89411932785083,-0.528435083451479,0,0
2819,0,-1.5743644263782994,-5.271959683657755,3,-0.9695833333333326,1179,4.934810383683619,-3,0,-0.5927864421685988,-1,1,0,-2,3,0.009599129106945825,49.5187685038145,-0.2623940710630499,0,0
-2033,0,0.0,0.0,7,0.0,1180,0.0,-3,-1,0.0,0,0,-10,0,0,0.0,0.0,0.0,0,0
-3325,0,0.7171314741035857,5.976095617529881,5,12.54999,1181,15.378486055776893,4,3,0.6374501992031874,2,1,15,1,5,0.0,21.95144055438209,0.47808764940239046,0,0
1577,1,-0.23814917563857463,6.925929652575142,5,2.5677777777777777,1182,4.859664505742501,1,0,0.09760381779240751,1,1,-10,0,2,0.0,-2.6531256652073125,-0.01993129123603904,0,-1
-1616,0,0.2734479130129779,3.5243072606103123,9,-3.1208333333333336,1183,7.237320238512803,-1,5,0.32260025721968905,1,1,10,2,6,0.0,-71.54970244021456,0.16836197825324448,0,0
-2679,0,1.1167652859960553,7.407495069033532,-3,-6.550000000000001,1184,14.896646942800789,-1,-1,0.40670611439842214,2,1,0,1,0,0.2366863905325444,173.97971473776772,0.4733727810650888,0,0
-278,0,-0.19999999999999996,3.8000000000000007,-15,0.0,1185,15.066666666666666,2,-2,0.0,0,1,0,1,-2,0.0,13.703814496052246,0.0,0,0
-2807,0,0.5543334799824021,7.752793707934636,5,4.136111111111111,1186,20.925331158494544,2,-1,0.07919049714034315,0,0,0,1,0,-0.11776251226692835,-66.1828258817892,-0.4710500490677134,0,0
243,0,1.6321063394683026,15.851635991820041,4,-8.790476190476191,1187,43.3260736196319,-1,2,0.3108384458077709,2,1,10,2,5,-0.06666666666666667,252.5184520526659,0.8052147239263804,0,0
-758,0,-0.32085561497326204,3.6497326203208558,6,-1.5166666666666666,1188,3.5494652406417115,4,-1,-0.32085561497326204,0,0,0,0,0,0.625,-2.0510855305897167,-0.32085561497326204,0,0
-352,0,0.41739130434782606,7.930434782608696,-5,7.18749,1189,15.02608695652174,-7,2,0.2782608695652174,2,1,0,2,3,0.0,104.37664365130149,0.6956521739130435,1,-7
-674,0,-0.9585889570552149,-1.674335378323109,0,-9.024999999999999,1190,-7.402862985685072,-4,-2,-0.6690950920245399,-4,1,-20,0,-6,0.23070040899795502,-118.29016781578161,-0.014698364008179976,0,0
-2620,0,1.1251758087201125,15.482419127988749,-25,-4.334999999999999,1191,32.19409282700422,-3,-1,0.5625879043600562,5,1,0,4,-2,0.6563525550867323,459.14620312607417,0.09376465072667603,-1,-2
-596,0,0.0,0.0,-2,0.0,1192,0.0,-2,0,0.0,0,1,-10,0,1,0.0,0.0,0.0,0,-1
-2443,0,1.898066783831283,-0.3382762765045939,2,-0.533333333333335,1193,8.867996806728101,0,-2,0.421792618629174,-2,0,0,2,0,-0.09983361064891846,-91.59319041009314,-0.4991680532445923,1,0
-462,0,0.9231757151196731,-1.2088733216579097,6,5.4833333333333325,1194,-1.3250437828371266,2,0,0.1898423817863398,0,1,0,0,0,0.0,-12.751712984764254,-0.45872737886748394,-1,0
-689,0,0.0,0.0,3,0.0,1195,0.0,3,3,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0
-1511,0,2.508361204013378,20.76923076923077,6,9.966656666666667,1196,49.364548494983275,3,-1,0.6020066889632107,5,1,0,1,2,0.10033444816053512,404.3858612066829,0.20066889632107024,0,0
-661,0,0.26666666666666666,6.266666666666667,3,14.99999,1197,16.266666666666666,4,0,0.06666666666666667,2,1,0,0,2,0.0,179.5719668846807,0.2,0,0
2869,0,-0.42008689011283573,0.8110081040118846,5,1.4111111111111097,1198,11.611209734929524,2,0,-0.25547783661489337,0,0,15,0,-2,0.05661175764503182,-134.5659021325746,0.0,0,0
-4603,0,0.023676654192302138,6.4767660277371135,5,-0.7623015873015868,1199,17.51346122636552,0,1,-0.28087405176888014,1,1,0,0,-1,0.030867222737300748,234.93965229777723,-1.6904183063037588,0,1
4276,0,-5.545158852588992,7.115086040404144,3,0.653663003663004,1200,1.9442025304851,0,-1,-0.8501589503580631,-3,1,0,-3,4,0.0,19.1011420876996,-0.8721474062802508,1,0
-607,0,0.4,8.866666666666667,7,14.99999,1201,16.266666666666666,0,-3,0.2,2,1,30,0,-4,0.0,294.370773606199,0.0,0,0
2321,0,0.6526386277590337,4.0044299070234635,0,3.791666666666667,1202,7.562005820691786,0,1,0.39920673757951936,1,1,0,0,2,0.0,48.05061467040832,0.5068637803590285,0,0
60,0,0.0,0.0,12,0.0,1203,0.0,0,-1,0.0,0,0,-10,0,-1,0.0,0.0,0.0,0,1
-2247,0,0.0,0.0,1,0.0,1204,0.0,2,-1,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0
149,0,-1.18665653880238,29.18189644258767,5,6.223333333333333,1205,79.55774148626408,2,0,-0.3890872262311685,0,0,10,2,4,-0.11393847322445878,5.222920030260525,-0.3890872262311685,0,-1
2057,0,0.4666666666666667,5.066666666666666,-6,14.99999,1206,13.666666666666666,-1,2,0.2,1,0,10,1,4,0.06666666666666667,10.572578763703518,0.0,-1,0
414,0,0.6647636039250668,0.1177520071364846,3,5.658333333333333,1207,-4.892476955099614,-3,5,0.3859054415700267,0,1,0,-1,6,0.0,51.65993616806668,-0.3352363960749331,0,2
-2290,0,-1.0632911392405064,15.03009845288326,-12,1.4523809523809534,1208,28.15144866385372,-3,3,-0.3037974683544304,2,1,5,1,4,0.2214345991561181,-68.20577713659782,0.4977777777777777,0,0
-1516,0,0.0,0.0,0,0.0,1209,0.0,-3,1,0.0,0,0,15,0,1,0.0,0.0,0.0,0,0
-2074,0,2.776915025216481,-3.6533637834237283,-1,-3.323333333333334,1210,-15.318013131601482,0,1,1.426662860405367,3,1,0,1,1,0.037948425159387206,15.503074050553096,0.22820439623180133,-1,1
-2071,0,0.4,1.4,9,14.99999,1211,3.4,2,-1,0.06666666666666667,1,1,0,0,3,0.0,144.5664382268069,0.06666666666666667,0,-1
2483,0,0.8297320656871218,7.1564390665514255,0,9.641656666666668,1212,20.121002592912703,0,2,0.10371650821089022,1,0,0,1,5,0.0,10.018696923956327,0.20743301642178044,0,0
1591,0,0.2702702702702703,13.693693693693694,-6,11.09999,1213,30.63063063063063,-2,5,0.1801801801801802,2,1,15,0,3,0.1801801801801802,232.95044555769778,0.1801801801801802,0,-1
-3582,0,0.5416563658838072,14.819777503090233,8,-8.258333333333333,1214,14.931355583024308,4,8,0.526658426040379,3,0,0,2,8,0.29666254635352285,119.38002589307985,0.14833127317676142,-1,3
290,0,-1.155134281200632,-1.1810426540284364,-3,11.483333333333334,1215,-0.3538704581358614,-1,-1,-0.15102685624012638,0,1,-15,0,-1,-0.2843601895734597,-1.0281460192643408,-0.2843601895734597,-1,1
